"source","id","doi","title","authors","journal","published_date","url","abstract"
"pubmed","42729520","10.3389/fpls.2026.1942553","Functional divergence of two soybean cytosolic serine hydroxymethyltransferases in development and defense against soybean cyst nematode.","Gamage, Vinavi A; Owuocha, Luckio F; Lin, Feng; Li, Zenglu; Beamer, Lesa J; Mitchum, Melissa G","Frontiers in plant science","2026-09-13","https://pubmed.ncbi.nlm.nih.gov/42729520/","Serine hydroxymethyltransferase (SHMT) is an enzyme essential for one-carbon metabolism. In higher plants, multiple SHMT genes code for isoforms that function in the cytosol, nucleus, mitochondria, and chloroplasts. The soybean genome contains two cytosolic SHMTs, GmSHMT05 and GmSHMT08, sharing high sequence identity and similar expression throughout soybean development. In certain soybean genotypes, two amino acid substitutions negatively impact GmSHMT08's ability to bind to tetrahydrofolate (THF), leading to a gain-of-function in resistance to the soybean cyst nematode (SCN). Whether this perturbation to the enzyme has other functional consequences for soybean growth and development remains unknown. Here, we investigated the roles of cytosolic GmSHMTs in soybean growth and development. We determined that the 3D structure and folate-binding affinity of GmSHMT05 are highly similar to the version of GmSHMT08 found in susceptible soybeans. We further measured phenotypic traits of two ethyl methanesulfonate-derived Gmshmt08 mutant plants in an SCN-resistant soybean background. Aboveground soybean growth and development were similar, except the Gmshmt08 mutant plants showed a significant increase in pods/plant in field phenotyping trials. Belowground analyses revealed a significant increase in lateral root and total root length in mutant plants, and CRISPR-Cas9 editing demonstrated an essential role of cytosolic SHMTs in root growth. Taken together, our results indicate that GmSHMT05 sustains overall soybean growth and development in the absence of GmSHMT08; however, GmSHMT08's gain-of-function in SCN resistance negatively influences pod and root growth, highlighting a potential trade-off between soybean defense and development that may impact yield when breeding with GmSHMT08 to develop SCN-resistant varieties."
"pubmed","42728307","10.1038/s41556-026-02063-y","4D nucleome landscape reveals dissolution of bipartite active X chromosome in liver cancer development.","Xie, Xiaoli; Tan, Delin; Mo, Jingyun; Xu, Yang; Ni, Qingqiang; Liu, Ting; Wang, Huaiming; Chen, Bingjie; Liao, Yujia; Lin, Yingnan; Chen, Wanting; Luo, Susu; Fang, Qing; Zhao, Menglan; Yu, Yangyinhui; Zheng, Cunjing; Cui, Ruolin; Wang, Jiaying; Chang, Hong; Gong, Qing; Cheng, Alfred Sze-Lok; Jiang, Huiqing; Li, Tingting; Wang, Jia","Nature cell biology","2026-09-12","https://pubmed.ncbi.nlm.nih.gov/42728307/","Changes of three-dimensional chromosome organization in cancers are well established, but little focus has been placed on the behaviour of X chromosome (chrX). Here we show that hepatic chrX of male mice exhibits chromosome segregation, which is attenuated during hepatocellular carcinoma (HCC) development. Using F1 hybrid mice, we find that both conformation change and gene activation on male active chrX (Xa) are more pronounced than those on female Xa, which is correlated with male bias in liver diseases. Of note, analysis of human hepatic tissues demonstrates that normal Xa possesses a bipartite mega-domain structure, which is dissolved in fibrotic and HCC tissues across both sexes. This bipartite Xa is liver-specific, and shows little correlation with ploidy status. Furthermore, deletion of the megabase-scale Xa boundary via CRISPR-Cas3 disrupts the bipartite Xa conformation and drives a premalignant transition. Together, this comprehensive analysis highlights a key role of Xa conformation change in promoting HCC development."
"pubmed","42727848","10.1016/j.jbc.2026.113551","Genetic and biochemical screens identify MGAT1 as a druggable glycosyltransferase target in STK11-mutant lung cancer.","Vassallo, Kiera M; Chen, Ying-Nan P; Handing, Katarzyna B; Lu, Alvin Z; Meier, Samuel R; Liu, Shangtao; Shen, Binzhang; Teng, Teng; Yu, Yi; Ji, Lei; Lazarides, Katherine; Huang, Alan; Min, Chengyin; Haines, Brian B; Mallender, William D; Sun, Sining; Liu, Mu-Sen; Amor, Alvaro J; Whittington, Douglas A; Salerno, Rebecca; Bruzzese, Frank J; Maxwell, John P; Maynard, Andrew; McCarren, Patrick; Come, Jon H; Throner, Scott; Andersen, Jannik N; Zhang, Wenhai; Gueroussov, Serge","The Journal of biological chemistry","2026-09-11","https://pubmed.ncbi.nlm.nih.gov/42727848/","Checkpoint inhibitors are standard-of-care therapies for non-small cell lung cancer (NSCLC), but their efficacy is limited in tumors with STK11 mutations, highlighting the need for new therapeutic strategies. Here, we performed complementary in vivo and in vitro CRISPR-Cas9 functional genomic screens to identify genes whose loss restores sensitivity to anti-PD-1 therapy. We found that loss of MGAT1, a Golgi glycosyltransferase critical for the maturation of high-mannose N-glycans into hybrid and complex glycan structures, reversed resistance to anti-PD-1 treatment in syngeneic mouse tumor models harboring STK11 mutations. Parallel co-culture screens with antigen-matched CD8(+) T cells further showed that disruption of N-glycosylation strongly sensitized tumor cells to T cell-mediated killing. Genetic rescue studies demonstrated that this immune-evasion phenotype depends on MGAT1 catalytic activity, supporting direct biochemical interrogation of the enzyme. Using purified human MGAT1 and a UDP-Glo glycosyltransferase assay, we established a tractable screening platform and performed a 500,000-compound biochemical high-throughput screen, identifying an initial hit (compound 1; IC(50) = 197 muM). Subsequent medicinal chemistry optimization delivered progressively more potent analogs, including TNG-9333 (0.814 muM) and TNG-2673 (0.043 muM) and represented a >1000-fold improvement in biochemical potency from the starting hit. Crystal structures of human MGAT1 in apo, UDP-bound, UDP-GlcNAc-bound, and inhibitor-bound states, together with SPR and DSF analyses, revealed that this chemical series engages a previously unrecognized allosteric pocket and inhibits MGAT1 through a UDP-noncompetitive mechanism. Collectively, our work implicates N-glycosylation as a key mediator of immune evasion and establishes MGAT1 as a ligandable, structurally tractable target for small-molecule drug discovery."
"pubmed","42723086","10.1186/s12964-026-03067-9","Virobiome-mediated regulation of microbiota-gut-brain axis signaling and neuroimmune homeostasis.","Afkhamian, Alireza; Saffari Natanzi, Abolfazl; Jafaridarabjerdi, Mahin; Aghaei, Sara; Haghjou, Ali; Shafiei, Mohammadreza; Bashkandi, Aysa Hasanzade; Shahraki, Sajjad; Reiter, Russel J; Haddad Kashani, Hamed; Yang, Yanchao","Cell communication and signaling : CCS","2026-09-11","https://pubmed.ncbi.nlm.nih.gov/42723086/","The human gut-brain axis (GBA) is increasingly recognized as a complex bidirectional communication system integrating microbial, neural, endocrine, and immune networks that shape neurological health. While bacterial contributions to this dialogue have been extensively characterized, the viral component of the gut ecosystem, the virome, has emerged as an important component associated with host physiological regulation. This review synthesizes evidence suggesting that bacteriophages and eukaryotic viruses may contribute to microbial and immune homeostasis and may influence signaling along the microbiota-gut-brain axis. In experimental studies, Bacteriophages have been shown to influence microbial community structure through lytic and lysogenic cycles, horizontal gene transfer, and metabolic modulation, indirectly regulating production of neuroactive metabolites such as short-chain fatty acids and tryptophan derivatives which in turn have been linked to blood brain barrier integrity and modulate microglial activation. In observational human studies and experimental models, eukaryotic viruses including Epstein Barr virus and cytomegalovirus have been associated with systemic inflammation, molecular mimicry, and cytokine dysregulation, amplifying neuroimmune cascades implicated in Alzheimer's disease (AD), multiple sclerosis (MS), autism spectrum disorder (ASD), and major depressive disorder (MDD). The convergence of viral-bacterial interactions highlights a transkingdom signaling network shaping neuroinflammatory tone and influencing disease susceptibility. Emerging experimental strategies, including precision phage therapy, engineered probiotics incorporating CRISPR-based antiviral systems, and fecal virome transplantation (FVT), are being explored as potential approaches to modulate virome-microbiome interactions. Integration of multiomics platforms with artificial intelligence-driven modeling will be critical for clarifying the temporal and mechanistic relationships between virome dynamics and neurological function. Collectively, these insights highlight the gut virobiome as a potentially important contributor to neuroimmune equilibrium and illuminate avenues for microbiome-informed diagnostics and interventions in neurodegenerative and neuropsychiatric disorders. This review therefore highlights the often underappreciated role of the gut virobiome and proposes an integrative conceptual model linking virome dynamics with microbiota-gut-brain axis signaling."
"pubmed","42717734","10.1017/S0007485326101308","Molecular characterization of vitellogenin and its receptor with CRISPR-based sgRNA validation in the legume pod borer, Maruca vitrata (Geyer) (Lepidoptera: Crambidae).","Pradeep, Chalapathi; Sujatha, Parvathy Madhusoodanan; Nagesha, Somakalahalli Narasimhappa; Asokan, Ramasamy; Karuppannasamy, Ashok","Bulletin of entomological research","2026-09-10","https://pubmed.ncbi.nlm.nih.gov/42717734/","Maruca vitrata, the legume pod borer, causes yield losses of up to 80% in grain legumes. Increasing insecticide resistance and environmental concerns necessitate sustainable pest management alternatives. In the present study, the complete vitellogenin (Vg) coding sequence (CDS), a key reproductive gene involved in oogenesis and embryonic development, was cloned and molecularly characterised from M. vitrata. The assembled Vg CDS ( approximately 5.3 kb) shared 99.04% sequence identity with the reported M. vitrata Vg sequence (MG799570.1). Phylogenetic analysis demonstrated close evolutionary association with related Lepidopteran species, while protein domain analysis identified three conserved domains, namely LPD_N, DUF1943, and VWD. Among these, the single exon-encoded LPD_N domain was selected as the target region for CRISPR/Cas9-mediated editing. Homology models of Vg and vitellogenin receptor (VgR) (Global Model Quality Estimation (GMQE): 0.58 and 0.51) showed a favourable interaction by protein-protein docking (score: -295.66). Three single-guide RNAs (sgRNAs) were designed, synthesised through in-vitro transcription, and evaluated using in vitro cleavage assays. sgRNA1 targeting the LPD_N domain and sgRNA2 targeting the signal peptide region exhibited efficient site-specific cleavage activity, whereas sgRNA3 failed to induce cleavage because of an unfavourable secondary structure that likely impaired Cas9-sgRNA complex formation. Overall, this study provides the first CRISPR-oriented functional characterisation and sgRNA validation of the M. vitrata Vg gene, together with structural characterisation of VgR and Vg-VgR interaction analysis, providing preliminary molecular resources for future CRISPR/Cas9 studies and supporting future embryo microinjection and heritable genome editing for sustainable management of M. vitrata."
"pubmed","42717063","10.1038/s41594-026-01894-5","Architecture of a DNA-guided Cas12a.","Ocampo, Rodrigo Fregoso; Orosco, Carlos; Huang, Boyu; West, Madeline S; Parker, Bay; Jain, Piyush K; Taylor, David W","Nature structural & molecular biology","2026-09-10","https://pubmed.ncbi.nlm.nih.gov/42717063/","CRISPR-Cas systems have largely been restricted to RNA-guided nucleases. Here, we present the cryo-electron microscopy structure of Acidaminococcus sp. Cas12a bound to a pseudo-DNA (PsiDNA) guide and RNA target, revealing how Cas12a can accomplish DNA-guided RNA recognition. The PsiDNA hairpin bridges the recognition and nuclease lobes, mimicking a PAM-proximal duplex and positioning the spacer to allow formation of a canonical RNA-DNA heteroduplex along the recognition lobe. This provides a structural framework for its activity and provides a potential blueprint for future engineering."
"pubmed","42716355","10.1016/j.biotechadv.2026.109033","Emerging strategies for regulating Cas12a and Cas13a trans-cleavage activity in biosensing.","Wang, Xiaohui; Huang, Yaru; Zhang, Lei; Zheng, Le","Biotechnology advances","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42716355/","CRISPR-Cas12a and Cas13a have become widely used platforms for molecular diagnostics and biosensing, because target recognition can trigger collateral nucleic acid cleavage for signal amplification. Leveraging this mechanism, numerous biosensing platforms have been developed with high sensitivity, high specificity, and compatibility with point-of-care testing. However, their analytical performance depends strongly on the regulation of trans-cleavage activity. This review summarizes recent advances in the molecular basis and activity regulation of CRISPR-Cas12a- and Cas13a-based biosensing systems. We discuss the target-recognition and conformational activation mechanisms underlying Cas12a and Cas13a trans-cleavage. We then examine how Cas effector properties, crRNA architecture and composition, activator accessibility and structure, reaction conditions, and reporter design regulate target-induced activation and signal output. We further highlight the use of these strategies for controlled activation, tunable signal generation, and broader biosensing applications. By organizing these strategies across different regulatory layers, this review aims to provide a framework for designing more controllable and adaptable CRISPR trans-cleavage biosensing systems."
"pubmed","42716156","10.1016/j.ijbiomac.2026.154405","PDK1 signaling in cancer: Current status and future perspectives.","Honnasiddappa, Darshana Ballagere; Ramar, Mohankumar; Biju, Tincy; Sajjan, Mallikarjun; Venkatesh, Chidananda; Mahadeva, Nayan Kumar; Kunjiappan, Selvaraj; Ammunje, Damodar Nayak; Pavadai, Parasuraman","International journal of biological macromolecules","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42716156/","Dysregulation of signaling pathways governing cell growth, survival, metabolism, angiogenesis, invasion, metastasis, and therapeutic response drives cancer progression. The AGC family of kinases, such as AKT, S6K, SGK, RSK, and PKC, is important for downstream signaling. The 3-phosphoinositide-dependent protein kinase-1 protein (PDK1), encoded by the PDPK1 gene, phosphorylates activation-loop residues in these kinases and links phosphoinositide signaling to cellular growth, survival, metabolism, and transformation. The structure, regulation, cancer-associated functions, and therapeutic targeting of PDK1 are critically reviewed, with a focus on the pleckstrin homology domain, PIF pocket-mediated substrate docking, the kinase domain, and reported non-catalytic interactions. Experimental results from breast, lung, gastric, liver, hematological, and melanoma models suggest that dysregulated PDK1 signaling can increase the output of the PI3K-AKT-mTOR pathway, invasion, metabolic adaptation, and resistance to specific hormonal, chemotherapeutic, and targeted therapies. In some preclinical models, genetic suppression of PDK1 using siRNA, shRNA, or CRISPR-based methods has been shown to slow tumor cell growth and restore drug sensitivity. However, PDK1 remains an unvalidated therapeutic target in the clinic. There is no selective PDK1 inhibitor that has been clinically approved, and most pharmacological candidates are based on biochemical and cellular data. There is limited genetic evidence and in vivo evidence, and no validated clinical evidence specific to PDK1. Emerging PIF-pocket ligands, dual-site inhibitors, allosteric modulators, and protein-degradation strategies are therefore investigational strategies that need to be improved in terms of selectivity, pharmacokinetic characterization, tumor-context validation, and biomarker-guided evaluation."
"pubmed","42710586","10.1016/j.jgar.2026.09.001","Clonal diversity and genetic characteristics of extraintestinal pathogenic Escherichia coli in northern Japan: identification of the potentially prevalent clones phylogroup B2-ST357 and ST1193.","Suzuki, Satoshi; Aung, Meiji Soe; Matsubara, Kana; Kimura, Yuuki; Ito, Masahiko; Urushibara, Noriko; Kawaguchiya, Mitsuyo; Ohashi, Nobuhide; Higuchi, Toru; Takahashi, Satoshi; Kobayashi, Nobumichi","Journal of global antimicrobial resistance","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42710586/","OBJECTIVES: Extraintestinal pathogenic Escherichia coli (ExPEC) is a leading cause of bloodstream and urinary tract infections, often showing multiple drug resistance associated with production of extended-spectrum beta-lactamases (ESBLs). The present study aimed at revealing the clonal structure and diversity of ExPEC in northern Japan and its relation to antimicrobial resistance (AMR) profiles and determinants, and genetic features. METHODS: Phylogenetic group and sequence type (ST) based on MLST scheme were determined for clinical isolates of ExPEC. PCR and sequencing were used to identify AMR determinants, virulence factors and CRISPR-Cas systems, along with antimicrobial susceptibility test by the broth microdilution method. RESULTS: A total of 454 ExPEC isolates (150 from blood and 304 from urine/other specimens) were collected for 6 months. The major phylogenetic group was B2 (79.5%), and the remaining were D (9.9%), B1 (5.7%), F (3.1%), and other groups (A, C, G; 1.8% in all). Among the 68 STs identified, ST131 was the most common (33.7%), followed by ST95 (15.6%), ST357 (9.9%), ST1193 (7%), and ST73 (4%), all of which belonged to phylogroup B2. Five types of ESBL genes including the dominant bla(CTX-M-15) or bla(CTX-M-27) were detected in 17% of isolates, which belonged mostly to the ST131 complex. CRISPR-Cas type I-E was present mostly in phylogroup B1 and D, while I-F in 3 STs of phylogroup B2. CONCLUSION: The potentially increased prevalence of ST357, ST1193, and animal-related clones was revealed to be novel clonal features of ExPEC in northern Japan."
"pubmed","42709801","10.1073/pnas.2615890123","A host-encoded prophage targets a Candidate Phyla Radiation bacterium and shapes episymbiotic interactions.","Kumar, Ajay; Nahar, Nusrat; Chouhan, Deepak; McLean, Jeffrey S; Bor, Batbileg; Dong, Pu-Ting; He, Xuesong","Proceedings of the National Academy of Sciences of the United States of America","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42709801/","The Patescibacteriota, also known as the Candidate Phyla Radiation (CPR), represent a large lineage of ultrasmall bacteria with highly reduced genomes and obligate dependence on bacterial hosts. Although genomic analyses have revealed CRISPR-Cas and restriction-modification systems in many CPR genomes, no cognate bacteriophages (phages) have been isolated, leaving CPR-phage interactions unexplored. Nanosynbacter lyticus TM7x, the first cultivated CPR bacterium, grows episymbiotically on its host, Schaalia odontolytica XH001, in the human oral microbiome. Here, we identify Xhp1, an inducible prophage of XH001 that is preferentially activated during episymbiosis with TM7x. Released Xhp1 particles infect prophage-free XH001 via distinct strategies determined by host growth mode, establishing lysogeny under planktonic conditions but driving lytic infection during surface-associated growth. Xhp1 also binds efficiently to TM7x and exhibits limited infection under the conditions tested, indicating direct phage-CPR interactions. Importantly, TM7x modulates Xhp1 availability in a spatially dependent manner. In planktonic culture, free-floating TM7x reduces lysogenic conversion of XH001DeltaXhp1, consistent with TM7x acting as a phage sink that lowers effective phage concentration. In contrast, during surface-associated growth, TM7x increases XH001DeltaXhp1 susceptibility to lytic infection, likely by locally concentrating phage particles within a constrained niche. These results demonstrate that CPR bacteria can regulate viral encounter rates through spatial organization. In spatially structured environments such as oral biofilms, such modulation may shape infection dynamics and community structure. Together, this work characterizes the first CPR-targeting phage and reveals a an important role for phages in CPR-host bacteria interactions."
